,inoc_S2,inoc_S3,inoc_S1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Neorickettsia|Neorickettsia sennetsu,28,16,25
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Neorickettsia|Neorickettsia helminthoeca,4,6,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Neorickettsia|Neorickettsia risticii,2,0,5
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Neorickettsia|Candidatus Neorickettsia finleia,2,0,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Anaplasma,6,5,4
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Anaplasma|Anaplasma ovis,11,6,11
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Anaplasma|Anaplasma phagocytophilum,9,8,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Anaplasma|Anaplasma centrale,3,2,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Anaplasma|Anaplasma marginale,1,2,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae,3,4,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia,60,60,70
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia felis,5,3,3
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia africae,4,2,4
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia endosymbiont of Ixodes scapularis,3,4,4
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia montanensis,3,7,3
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia massiliae,3,5,3
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia monacensis,2,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia amblyommatis,1,1,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia rhipicephali,1,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia prowazekii,11,13,15
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia typhi,5,11,6
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia bellii,6,9,10
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia canadensis,5,9,10
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Rickettsia|Rickettsia endosymbiont of Bemisia tabaci,2,7,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Orientia|Orientia tsutsugamushi,48,34,56
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Candidatus Sneabacter|Candidatus Sneabacter namystus,13,10,25
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Rickettsiaceae|Candidatus Phycorickettsia|Candidatus Phycorickettsia trachydisci,14,16,14
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Candidatus Midichloriaceae|Candidatus Midichloria|Candidatus Midichloria mitochondrii,68,68,73
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Candidatus Midichloriaceae|Candidatus Fokinia|Candidatus Fokinia solitaria,16,14,23
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|NA|NA|Rickettsiales bacterium Ac37b,68,76,70
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|NA|NA|Rickettsiales endosymbiont of Stachyamoeba lipophora,13,7,16
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Rickettsiales|Candidatus Deianiraeaceae|Candidatus Deianiraea|Candidatus Deianiraea vastatrix,7,8,14
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae,1,4,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter,129,112,117
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter sp. FZCC0015,55,38,55
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter sp. IMCC9063,22,18,28
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter sp. RS40,21,41,39
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter sp. HIMB1321,16,26,14
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter sp. RS39,5,7,16
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|Candidatus Pelagibacter|Candidatus Pelagibacter ubique,134,120,104
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|NA|alpha proteobacterium HIMB59,20,21,23
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae|NA|alpha proteobacterium HIMB5,15,30,28
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Emcibacterales|Emcibacteraceae|Emcibacter,3,1,4
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Emcibacterales|Emcibacteraceae|Emcibacter|Emcibacter sp. MEBiC09520,91,93,94
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Emcibacterales|Emcibacteraceae|Emcibacter|Emcibacter congregatus,69,75,91
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Holosporales,1,1,2
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Holosporales|Holosporaceae,2,0,0
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Holosporales|Holosporaceae|NA|endosymbiont of Acanthamoeba sp. UWC8,27,15,32
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Holosporales|Holosporaceae|Candidatus Nesciobacter|Candidatus Nesciobacter abundans,19,18,27
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Holosporales|Holosporaceae|Candidatus Cytomitobacter,1,0,1
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Holosporales|Holosporaceae|Candidatus Cytomitobacter|Candidatus Cytomitobacter indipagum,12,12,12
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Holosporales|Holosporaceae|Candidatus Cytomitobacter|Candidatus Cytomitobacter primus,2,1,5
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Holosporales|Candidatus Paracaedibacteraceae|Candidatus Paracaedibacter|Candidatus Paracaedibacter acanthamoebae,20,35,48
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Holosporales|Caedimonadaceae|Candidatus Nucleicultrix|Candidatus Nucleicultrix amoebiphila,11,8,3
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Magnetococcales|Magnetococcaceae|Magnetococcus|Magnetococcus marinus,63,49,67
Bacteria|NA|Proteobacteria|Alphaproteobacteria|Parvularculales|Parvularculaceae|Parvularcula|Parvularcula bermudensis,49,62,67
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus,98,150,121
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus caldus,410,456,489
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus ferrivorans,253,269,298
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus thiooxidans,146,178,177
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus ferrooxidans,57,78,65
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus ferridurans,8,6,5
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus sp. 'AMD consortium',1,2,6
Bacteria|NA|Proteobacteria|Oligoflexia,2,1,0
Bacteria|NA|Proteobacteria|Oligoflexia|Bacteriovoracales,7,0,5
Bacteria|NA|Proteobacteria|Oligoflexia|Bacteriovoracales|Bacteriovoracaceae|Bacteriovorax|Bacteriovorax stolpii,304,307,344
Bacteria|NA|Proteobacteria|Oligoflexia|Bacteriovoracales|Halobacteriovoraceae|Halobacteriovorax|Halobacteriovorax marinus,74,78,66
Bacteria|NA|Proteobacteria|Oligoflexia|Bacteriovoracales|Halobacteriovoraceae|Halobacteriovorax|Halobacteriovorax sp. BALOs_7,30,42,42
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio,27,32,30
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio bacteriovorus,137,169,191
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio sp. ZAP7,55,49,42
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio sp. NC01,31,38,30
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio exovorus,29,33,44
Bacteria|NA|Proteobacteria|Oligoflexia|Silvanigrellales|NA|NA|Silvanigrellales bacterium RF1110005,88,103,115
Bacteria|NA|Proteobacteria|Oligoflexia|Silvanigrellales|Silvanigrellaceae|Silvanigrella|Silvanigrella aquatica,32,36,54
Bacteria|NA|Proteobacteria|Hydrogenophilalia|Hydrogenophilales|Hydrogenophilaceae|Hydrogenophilus|Hydrogenophilus thermoluteolus,178,206,246
Bacteria|NA|Proteobacteria|Zetaproteobacteria|Mariprofundales|Mariprofundaceae|Mariprofundus,4,0,5
Bacteria|NA|Proteobacteria|Zetaproteobacteria|Mariprofundales|Mariprofundaceae|Mariprofundus|Mariprofundus aestuarium,39,41,48
Bacteria|NA|Proteobacteria|Zetaproteobacteria|Mariprofundales|Mariprofundaceae|Mariprofundus|Mariprofundus ferrinatatus,35,42,40
Bacteria|NA|Proteobacteria|NA|NA|NA|NA|Pseudomonas sp. ADP,2,4,6
Bacteria|NA|Firmicutes,29627,33382,38680
Bacteria|NA|Firmicutes|Clostridia,551,611,636
Bacteria|NA|Firmicutes|Clostridia|Clostridiales,57456,64914,76062
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae,329802,365062,465969
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium GAM79,34365,38419,50554
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium Choco86,19428,22377,26228
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium KM106-2,4050,4392,5758
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium,2404,2750,3346
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium KGMB03038,1789,2044,2360
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|Lachnospiraceae bacterium oral taxon 500,320,372,449
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia,3462,4042,4582
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. SC05B48,154216,177779,203978
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. N6H1-15,4749,5402,6366
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. YL58,1,2,5
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|[Ruminococcus] gnavus,20074,23319,26911
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia producta,5454,6270,7280
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia coccoides,3,2,4
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes,61,57,85
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Anaerostipes hadrus,85210,99059,110646
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Anaerostipes rhamnosivorans,823,870,1056
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia,2574,2963,3687
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Roseburia intestinalis,52673,60347,75404
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Roseburia hominis,19601,21857,26967
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerobutyricum|Anaerobutyricum hallii,42024,48539,55533
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium,1630,1846,2199
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] bolteae,6042,6796,8124
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] scindens,5535,6341,7408
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium sp. YL32,3848,4383,5132
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium phocaeense,2992,3262,4001
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] saccharolyticum,2007,2194,2675
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] hylemonae,989,1172,1351
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] sphenoides,754,848,1007
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium phytofermentans,489,521,594
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira|Lachnospira eligens,23075,25399,33464
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio,253,290,302
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio fibrisolvens,542,665,788
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio proteoclasticus,521,609,697
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio hungatei,490,581,624
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoanaerobaculum|Lachnoanaerobaculum umeaense,859,952,1118
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio xylanivorans,669,722,828
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna|Anaerocolumna sp. CBA3638,461,570,685
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotignum|Anaerotignum propionicum,299,340,368
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cellulosilyticum,155,152,193
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cellulosilyticum|Cellulosilyticum sp. WCF-2,111,161,198
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cellulosilyticum|Cellulosilyticum lentocellum,22,31,36
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Herbinix|Herbinix luporum,230,255,277
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae,1219,1348,1596
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Faecalibacterium|Faecalibacterium prausnitzii,352316,397019,475324
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus,482,569,603
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus bicirculans,9367,10201,11801
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus sp. JE7A12,8386,9429,9983
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus champanellensis,1720,1903,2116
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus albus,418,409,458
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruthenibacterium|Ruthenibacterium lactatiformans,8826,9477,12012
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Flavonifractor|Flavonifractor plautii,8187,9121,11108
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|NA|Ruminococcaceae bacterium CPB6,359,369,437
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|NA|[Clostridium] cellulosi,140,154,176
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Caproiciproducens|Caproiciproducens sp. NJN-50,388,442,449
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ethanoligenens|Ethanoligenens harbinense,341,376,406
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|NA|Clostridiales bacterium CCNA10,8982,9950,11895
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|Massilistercora|Massilistercora timonensis,5432,6181,7472
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|Flintibacter|Flintibacter sp. KGMB00164,2382,2692,3239
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|Intestinimonas|Intestinimonas butyriciproducens,1210,1293,1528
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae,857,947,1059
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile,12935,14283,16731
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Acetoanaerobium|Acetoanaerobium sticklandii,6556,7829,8657
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptoclostridium|Peptoclostridium acidaminophilum,1362,1517,1533
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|NA|[Clostridium] hiranonis,1129,1272,1463
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|NA|Peptostreptococcaceae bacterium oral taxon 929,78,90,110
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Paraclostridium|Paraclostridium bifermentans,478,563,627
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Paeniclostridium|Paeniclostridium sordellii,454,509,560
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Filifactor|Filifactor alocis,118,120,140
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae,377,404,447
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium,3560,3988,4405
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. SY8519,4133,4653,5585
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. DL-VIII,598,654,816
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. CT4,335,370,408
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. JN-9,153,132,165
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. BNL1100,135,151,147
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. SYSU GA15002T,97,91,116
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. JN-1,96,117,147
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. JN500901,93,93,109
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. AWRP,81,111,111
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. MF28,37,62,65
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium perfringens,2102,2427,2666
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium botulinum,1069,1159,1346
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium saccharoperbutylacetonicum,913,1039,1176
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium butyricum,731,831,960
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium saccharobutylicum,673,752,885
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium beijerinckii,593,632,742
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium baratii,502,528,569
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium septicum,416,452,495
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium pasteurianum,341,415,431
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium kluyveri,305,322,320
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium chauvoei,286,311,329
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium taeniosporum,258,343,354
Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium argentinense,222,230,302
